Emulator Reset
Opcode: SEI 78 A: 0x0 X: 0x0 Y: 0x0 SP: 0xFD PC: 0xC004 P: 0x24 CYC: 7, PPU: cycle 21, scanline 0
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23048, PPU: cycle 262, scanline 202
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23051, PPU: cycle 271, scanline 202
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23055, PPU: cycle 283, scanline 202
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23058, PPU: cycle 292, scanline 202
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23062, PPU: cycle 304, scanline 202
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23065, PPU: cycle 313, scanline 202
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23069, PPU: cycle 325, scanline 202
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23072, PPU: cycle 334, scanline 202
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23076, PPU: cycle 5, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23079, PPU: cycle 14, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23083, PPU: cycle 26, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23086, PPU: cycle 35, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23090, PPU: cycle 47, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23093, PPU: cycle 56, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23097, PPU: cycle 68, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23100, PPU: cycle 77, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23104, PPU: cycle 89, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23107, PPU: cycle 98, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23111, PPU: cycle 110, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23114, PPU: cycle 119, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23118, PPU: cycle 131, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23121, PPU: cycle 140, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23125, PPU: cycle 152, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23128, PPU: cycle 161, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23132, PPU: cycle 173, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23135, PPU: cycle 182, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23139, PPU: cycle 194, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23142, PPU: cycle 203, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23146, PPU: cycle 215, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23149, PPU: cycle 224, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23153, PPU: cycle 236, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23156, PPU: cycle 245, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23160, PPU: cycle 257, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23163, PPU: cycle 266, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23167, PPU: cycle 278, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23170, PPU: cycle 287, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23174, PPU: cycle 299, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23177, PPU: cycle 308, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23181, PPU: cycle 320, scanline 203
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23184, PPU: cycle 329, scanline 203
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23188, PPU: cycle 0, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23191, PPU: cycle 9, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23195, PPU: cycle 21, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23198, PPU: cycle 30, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23202, PPU: cycle 42, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23205, PPU: cycle 51, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23209, PPU: cycle 63, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23212, PPU: cycle 72, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23216, PPU: cycle 84, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23219, PPU: cycle 93, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23223, PPU: cycle 105, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23226, PPU: cycle 114, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23230, PPU: cycle 126, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23233, PPU: cycle 135, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23237, PPU: cycle 147, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23240, PPU: cycle 156, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23244, PPU: cycle 168, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23247, PPU: cycle 177, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23251, PPU: cycle 189, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23254, PPU: cycle 198, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23258, PPU: cycle 210, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23261, PPU: cycle 219, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23265, PPU: cycle 231, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23268, PPU: cycle 240, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23272, PPU: cycle 252, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23275, PPU: cycle 261, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23279, PPU: cycle 273, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23282, PPU: cycle 282, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23286, PPU: cycle 294, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23289, PPU: cycle 303, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23293, PPU: cycle 315, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23296, PPU: cycle 324, scanline 204
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23300, PPU: cycle 336, scanline 204
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23303, PPU: cycle 4, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23307, PPU: cycle 16, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23310, PPU: cycle 25, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23314, PPU: cycle 37, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23317, PPU: cycle 46, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23321, PPU: cycle 58, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23324, PPU: cycle 67, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23328, PPU: cycle 79, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23331, PPU: cycle 88, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23335, PPU: cycle 100, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23338, PPU: cycle 109, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23342, PPU: cycle 121, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23345, PPU: cycle 130, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23349, PPU: cycle 142, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23352, PPU: cycle 151, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23356, PPU: cycle 163, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23359, PPU: cycle 172, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23363, PPU: cycle 184, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23366, PPU: cycle 193, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23370, PPU: cycle 205, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23373, PPU: cycle 214, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23377, PPU: cycle 226, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23380, PPU: cycle 235, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23384, PPU: cycle 247, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23387, PPU: cycle 256, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23391, PPU: cycle 268, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23394, PPU: cycle 277, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23398, PPU: cycle 289, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23401, PPU: cycle 298, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23405, PPU: cycle 310, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23408, PPU: cycle 319, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23412, PPU: cycle 331, scanline 205
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23415, PPU: cycle 340, scanline 205
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23419, PPU: cycle 11, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23422, PPU: cycle 20, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23426, PPU: cycle 32, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23429, PPU: cycle 41, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23433, PPU: cycle 53, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23436, PPU: cycle 62, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23440, PPU: cycle 74, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23443, PPU: cycle 83, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23447, PPU: cycle 95, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23450, PPU: cycle 104, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23454, PPU: cycle 116, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23457, PPU: cycle 125, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23461, PPU: cycle 137, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23464, PPU: cycle 146, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23468, PPU: cycle 158, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23471, PPU: cycle 167, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23475, PPU: cycle 179, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23478, PPU: cycle 188, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23482, PPU: cycle 200, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23485, PPU: cycle 209, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23489, PPU: cycle 221, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23492, PPU: cycle 230, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23496, PPU: cycle 242, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23499, PPU: cycle 251, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23503, PPU: cycle 263, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23506, PPU: cycle 272, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23510, PPU: cycle 284, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23513, PPU: cycle 293, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23517, PPU: cycle 305, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23520, PPU: cycle 314, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23524, PPU: cycle 326, scanline 206
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23527, PPU: cycle 335, scanline 206
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23531, PPU: cycle 6, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23534, PPU: cycle 15, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23538, PPU: cycle 27, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23541, PPU: cycle 36, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23545, PPU: cycle 48, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23548, PPU: cycle 57, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23552, PPU: cycle 69, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23555, PPU: cycle 78, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23559, PPU: cycle 90, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23562, PPU: cycle 99, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23566, PPU: cycle 111, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23569, PPU: cycle 120, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23573, PPU: cycle 132, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23576, PPU: cycle 141, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23580, PPU: cycle 153, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23583, PPU: cycle 162, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23587, PPU: cycle 174, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23590, PPU: cycle 183, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23594, PPU: cycle 195, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23597, PPU: cycle 204, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23601, PPU: cycle 216, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23604, PPU: cycle 225, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23608, PPU: cycle 237, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23611, PPU: cycle 246, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23615, PPU: cycle 258, scanline 207
Opcode: LDA AD 2 20 A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC00E P: 0x24 CYC: 23618, PPU: cycle 267, scanline 207
Opcode: BPL 10 FB A: 0x60 X: 0xFF Y: 0x0 SP: 0xFF PC: 0xC011 P: 0x24 CYC: 23622, PPU: cycle 279, scanline 207
